2.0, 2 
3.0, 4 
3.0, 4 
4.0, 6 
4.0, 6 
4.0, 7 
5.0, 9 
5.0, 10 
5.0, 11 
5.0, 11 
5.0, 12 
5.0, 14 
5.0, 15 
5.0, 15 
5.0, 16 
6.0, 18 
6.0, 18 
6.0, 19 
6.0, 20 
6.0, 21 
6.0, 22 
6.0, 23 
6.0, 25 
6.0, 25 
6.0, 26 
6.0, 27 
6.0, 29 
6.0, 29 
6.0, 31 
6.0, 31 
6.0, 32 
7.0, 33 
7.0, 35 
7.0, 35 
7.0, 37 
7.0, 37 
7.0, 39 
7.0, 39 
7.0, 41 
7.0, 42 
7.0, 43 
7.0, 43 
7.0, 44 
7.0, 45 
7.0, 47 
7.0, 47 
7.0, 49 
7.0, 49 
7.0, 50 
7.0, 52 
7.0, 52 
7.0, 53 
7.0, 54 
7.0, 55 
7.0, 56 
7.0, 57 
7.0, 59 
7.0, 59 
7.0, 61 
7.0, 62 
7.0, 63 
7.0, 63 
7.0, 64 
8.0, 65 
8.0, 66 
8.0, 68 
8.0, 68 
8.0, 70 
8.0, 70 
8.0, 71 
8.0, 72 
8.0, 73 
8.0, 74 
8.0, 76 
8.0, 76 
8.0, 78 
8.0, 78 
8.0, 79 
8.0, 80 
8.0, 82 
8.0, 82 
8.0, 84 
8.0, 85 
8.0, 85 
8.0, 87 
8.0, 87 
8.0, 88 
8.0, 90 
8.0, 90 
8.0, 91 
8.0, 92 
8.0, 93 
8.0, 94 
8.0, 96 
8.0, 96 
8.0, 97 
8.0, 98 
8.0, 100 
8.0, 100 
8.0, 101 
8.0, 103 
8.0, 103 
8.0, 104 
8.0, 106 
8.0, 107 
8.0, 107 
8.0, 108 
8.0, 109 
8.0, 111 
8.0, 112 
8.0, 113 
8.0, 114 
8.0, 114 
8.0, 115 
8.0, 117 
8.0, 117 
8.0, 118 
8.0, 119 
8.0, 120 
8.0, 121 
8.0, 122 
8.0, 123 
8.0, 125 
8.0, 125 
8.0, 126 
8.0, 127 
8.0, 128 
9.0, 129 
9.0, 131 
9.0, 131 
9.0, 133 
9.0, 133 
9.0, 134 
9.0, 135 
9.0, 136 
9.0, 138 
9.0, 139 
9.0, 139 
9.0, 140 
9.0, 141 
9.0, 142 
9.0, 144 
9.0, 144 
9.0, 145 
9.0, 146 
9.0, 147 
9.0, 148 
9.0, 149 
9.0, 150 
9.0, 152 
9.0, 152 
9.0, 153 
9.0, 154 
9.0, 155 
9.0, 156 
9.0, 157 
9.0, 159 
9.0, 159 
9.0, 161 
9.0, 162 
9.0, 162 
9.0, 164 
9.0, 165 
9.0, 166 
9.0, 166 
9.0, 167 
9.0, 168 
9.0, 169 
9.0, 170 
9.0, 171 
9.0, 173 
9.0, 173 
9.0, 174 
9.0, 175 
9.0, 176 
9.0, 177 
9.0, 178 
9.0, 179 
9.0, 180 
9.0, 182 
9.0, 182 
9.0, 184 
9.0, 184 
9.0, 185 
9.0, 186 
9.0, 187 
9.0, 189 
9.0, 189 
9.0, 190 
9.0, 191 
9.0, 193 
9.0, 193 
9.0, 194 
9.0, 196 
9.0, 196 
9.0, 197 
9.0, 198 
9.0, 200 
9.0, 200 
9.0, 201 
9.0, 202 
9.0, 203 
9.0, 204 
9.0, 205 
9.0, 206 
9.0, 207 
9.0, 208 
9.0, 209 
9.0, 211 
9.0, 211 
9.0, 212 
9.0, 213 
9.0, 214 
9.0, 216 
9.0, 216 
9.0, 217 
9.0, 219 
9.0, 219 
9.0, 220 
9.0, 221 
9.0, 222 
9.0, 224 
9.0, 224 
9.0, 225 
9.0, 226 
9.0, 227 
9.0, 228 
9.0, 229 
9.0, 230 
9.0, 231 
9.0, 232 
9.0, 233 
9.0, 234 
9.0, 235 
9.0, 237 
9.0, 237 
9.0, 238 
9.0, 240 
9.0, 241 
9.0, 242 
9.0, 242 
9.0, 243 
9.0, 244 
9.0, 245 
9.0, 246 
9.0, 248 
9.0, 248 
9.0, 250 
9.0, 251 
9.0, 251 
9.0, 252 
9.0, 254 
9.0, 255 
9.0, 255 
9.0, 256 
10.0, 257 
10.0, 258 
10.0, 259 
10.0, 261 
10.0, 262 
10.0, 262 
10.0, 263 
10.0, 264 
10.0, 265 
10.0, 267 
10.0, 267 
10.0, 268 
10.0, 269 
10.0, 270 
10.0, 271 
10.0, 272 
10.0, 273 
10.0, 274 
10.0, 275 
10.0, 277 
10.0, 277 
10.0, 278 
10.0, 279 
10.0, 280 
10.0, 281 
10.0, 282 
10.0, 284 
10.0, 284 
10.0, 285 
10.0, 286 
10.0, 287 
10.0, 289 
10.0, 290 
10.0, 290 
10.0, 292 
10.0, 292 
10.0, 293 
10.0, 294 
10.0, 295 
10.0, 297 
10.0, 297 
10.0, 299 
10.0, 299 
10.0, 300 
10.0, 301 
10.0, 302 
10.0, 303 
10.0, 305 
10.0, 305 
10.0, 307 
10.0, 308 
10.0, 308 
10.0, 309 
10.0, 310 
10.0, 311 
10.0, 313 
10.0, 313 
10.0, 315 
10.0, 316 
10.0, 316 
10.0, 317 
10.0, 318 
10.0, 320 
10.0, 320 
10.0, 321 
10.0, 323 
10.0, 323 
10.0, 324 
10.0, 325 
10.0, 326 
10.0, 327 
10.0, 328 
10.0, 329 
10.0, 330 
10.0, 331 
10.0, 332 
10.0, 333 
10.0, 334 
10.0, 335 
10.0, 337 
10.0, 338 
10.0, 339 
10.0, 339 
10.0, 341 
10.0, 342 
10.0, 343 
10.0, 343 
10.0, 345 
10.0, 345 
10.0, 346 
10.0, 347 
10.0, 349 
10.0, 349 
10.0, 351 
10.0, 352 
10.0, 352 
10.0, 353 
10.0, 355 
10.0, 355 
10.0, 356 
10.0, 357 
10.0, 359 
10.0, 359 
10.0, 360 
10.0, 361 
10.0, 362 
10.0, 364 
10.0, 364 
10.0, 365 
10.0, 366 
10.0, 367 
10.0, 369 
10.0, 369 
10.0, 371 
10.0, 371 
10.0, 373 
10.0, 373 
10.0, 375 
10.0, 375 
10.0, 377 
10.0, 377 
10.0, 378 
10.0, 380 
10.0, 381 
10.0, 381 
10.0, 383 
10.0, 383 
10.0, 385 
10.0, 385 
10.0, 386 
10.0, 387 
10.0, 389 
10.0, 389 
10.0, 391 
10.0, 392 
10.0, 392 
10.0, 393 
10.0, 394 
10.0, 396 
10.0, 396 
10.0, 397 
10.0, 399 
10.0, 400 
10.0, 400 
10.0, 401 
10.0, 403 
10.0, 404 
10.0, 404 
10.0, 406 
10.0, 406 
10.0, 408 
10.0, 408 
10.0, 410 
10.0, 410 
10.0, 411 
10.0, 412 
10.0, 413 
10.0, 414 
10.0, 415 
10.0, 416 
10.0, 417 
10.0, 418 
10.0, 419 
10.0, 421 
10.0, 421 
10.0, 423 
10.0, 423 
10.0, 425 
10.0, 425 
10.0, 426 
10.0, 427 
10.0, 429 
10.0, 429 
10.0, 430 
10.0, 432 
10.0, 432 
10.0, 433 
10.0, 434 
10.0, 435 
10.0, 436 
10.0, 437 
10.0, 438 
10.0, 439 
10.0, 440 
10.0, 441 
10.0, 442 
10.0, 443 
10.0, 444 
10.0, 446 
10.0, 446 
10.0, 447 
10.0, 448 
10.0, 450 
10.0, 450 
10.0, 451 
10.0, 452 
10.0, 453 
10.0, 455 
10.0, 455 
10.0, 456 
10.0, 457 
10.0, 458 
10.0, 460 
10.0, 460 
10.0, 461 
10.0, 462 
10.0, 463 
10.0, 464 
10.0, 466 
10.0, 467 
10.0, 467 
10.0, 468 
10.0, 469 
10.0, 470 
10.0, 471 
10.0, 472 
10.0, 474 
10.0, 474 
10.0, 475 
10.0, 476 
10.0, 477 
10.0, 478 
10.0, 480 
10.0, 480 
10.0, 481 
